rank,pid_1915,pid_1924,similarity,chapter_1915,chapter_1924,section_1924,text_1915,text_1924
445,C05-P28,C06-S06-P21,0.06666666666666667,C05,C06,C06-S06,どうしても宇宙の全體の法則に律せられることを免れぬやうになつて居る。 さういふ譯のものでありますから個人と宇宙とは根本的に區別し得られるものでない。,第三 「理想境」은 地上天國으로 한 것이니 人乃天은 神과 人을 區別치 안이함으로 人으로써 神性의 生活을 表顯하는 날이면 地上이 곧 天國된다 信하는...
446,C06-P02,C06-S07-P05,0.06666666666666667,C06,C06,C06-S07,吾々人間の生命の如く、最も高度に發展したる生命の特徴は左の五種であります。,人間 社會에 잇서 가장 完全한 組織을 實行코저 하는 標準点은 무엇이 될가 함에 對하야 누구든지 自由를 말하며 平等을 가르치지 안는 이가 업다 即...
447,C06-P09,C03-S04-I06-P05,0.06666666666666667,C06,C03,C03-S04,以上三種の特徴は植物にもあるので、唯、程度が低いと云ふだけであつて、決して植物に缺乏して居る譯ではない。 が、是れから後に舉げまする二種の特徴は植物には認められ...,第一 作用은 肉體에서 生하고 肉體는 生命에서 生하고 生命은 大宇宙의 活精에서 生하는 것
448,C06-P12,C03-S04-I05-P06,0.06666666666666667,C06,C03,C03-S04,ヘッケルは意識の起源に付て六種の理論を擧げて居ります。 即ち意識の起源に關する理論を六種に分類して居ります。 是れは餘程巧みに分類されたのでありますから、ちよつ...,넷재는 生物 本位의 意識論이니 設使 動物이 안일지라도 生物이면 即 植物과 如한 것이라도 다 가티 意識이 잇다 하는 것인데 더욱이 廣博한 意識論의...
449,C06-P14,C03-S04-I05-P04,0.06666666666666667,C06,C03,C03-S04,第二、神經本位意識論(Neurologische Theorie des Bewnsstseins)是れは意識は獨り人間のみでない。 神經系統のある他動物にもあ...,둘재는 神經 本位의 意識論이니 即 神經이 잇는 것 以外에 意識이 업다 한 것인데 이것은 前者에 比하야 한 層 超越한 意識觀이 될 것이며
450,C06-P16,C03-S04-I05-P05,0.06666666666666667,C06,C03,C03-S04,第四、生物本位意識論（Biologische Theorie des Bewusstseins）是れは凡ての有機體に意識がある、即ち動植物を通じて意識があると云...,셋재는 動物 本位의 意識論이니 一般의 動物은 神經의 有無를 不問하고 한가지로 意識이 잇다 하는 것이니 이것은 前者에 比하야 또한 超越한 것이며
451,C06-P18,C03-S04-I05-P05,0.06666666666666667,C06,C03,C03-S04,第六、原子本位意識論（Atomistische Theorie des Bewusstseins）是れは細胞どころではない、凡ての原子に意識がある、と。 斯う云...,셋재는 動物 本位의 意識論이니 一般의 動物은 神經의 有無를 不問하고 한가지로 意識이 잇다 하는 것이니 이것은 前者에 比하야 또한 超越한 것이며
452,C07-P13,C03-S04-I05-P01,0.06666666666666667,C07,C03,C03-S04,それから次には絕對生命の肯定と云ふことがありますが、是れは餘り大い問題でありますから精しくは申されませぬが、ちよつと此問題にどう關係して居るかと云ふことだけ申さ...,以上에 말한 生命論을 다른 方面으로 暫間 論及하고 보면 吾人은 한 번 個性과 宇宙의 無差別을 알어야 하는 것이라 即 宇宙의 生命이 個性的 生命으...
453,C12-P03,C04-S01-I01-P03,0.06666666666666667,C12,C04,C04-S01,私は古神道と云ふ者は筧博士の言はれる樣な理窟ぽい者ではないと思ふ。 古神道と云ふ者は極めて單純な者である。 古神道は古代に起つた宗敎であるからして單純なものであ...,우리는 如何히 하는지 한울님을 全知全能이라 이르지 안이치 못할 것이오 그리하야 우리는 한울님을 全知全能하다 豫定하고나서 그 勞而無功한 所以를 알...
454,C12-P34,C04-S02-I02-P03,0.06666666666666667,C12,C04,C04-S02,第八には神道は理想敎であります。 見やうによれば確に一種の理想敎である。 現實敎でもある。 けれども又理想敎でもある。 現實に相即したる理想を有つて居る。 超絶...,第二는 空間上 德의 觀念에 잇서는 첫재 倫理 社會의 存在이니 我의 一身이 今日 此 社會에 存在하게 되엿슴은 곳 我의 背後에 父母가 存在하엿슴이며...
455,C13-S01-P03,C06-S06-P05,0.06666666666666667,C13,C06,C06-S06,第二に、基督敎の方では世界の創造を信じて居りますけれども、儒敎にはさういふことが素より無い。 儒敎では宇宙の發展して行く處は之を說きますけれども創造は說きませぬ...,丙、基督敎는 來世의 生活을 信仰하나 儒敎는 現世的 實踐道德을 重히 본 것이라 基督敎의 信仰的 幸福의 目的은 此世를 標準한 者- 안이오 來世라는 ...
456,C13-S01-P04,C06-S06-P13,0.06666666666666667,C13,C06,C06-S06,第三に基督敎の側では未來生活の信仰があります。 神の敎を守つて行く者は天國に入る、さうでない者は滅亡を免れぬといふやうに説きます。 さうして地獄極樂といふものが...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
457,C13-S01-P05,C03-S03-I02-P01,0.06666666666666667,C13,C03,C03-S03,第四に基督敎の方は復活（レサレクション）の考があります。 基督が復活したといふことを篤く信じて、基督を信仰する者は亦基督の樣に復活するといふのがポーロの考であり...,사람은 사람 自己의 本來를 알고 사람 自己네를 바르게 섬김이 人乃天의 信仰에 더욱 重要한 項目이 되나니 이제 사람을 바르게 아는 方法의 두어 가...
458,C13-S01-P05,C06-S06-P15,0.06666666666666667,C13,C06,C06-S06,第四に基督敎の方は復活（レサレクション）の考があります。 基督が復活したといふことを篤く信じて、基督を信仰する者は亦基督の樣に復活するといふのがポーロの考であり...,己、佛敎는 佛을 汎神敎的 宇宙普遍인 理性으로 解釋할 수 잇스나 基督敎는 어대까지든지 神을 人格者로 觀하는 것이라
459,C13-S01-P07,C06-S06-P15,0.06666666666666667,C13,C06,C06-S06,六には基督敎は愛を説き、儒敎は仁を説きます。 仁も愛に相違ないが、基督敎の愛は無差別平等の愛であり、儒敎の愛は差別的秩序的の愛であります。 近い處から段々遠きに...,己、佛敎는 佛을 汎神敎的 宇宙普遍인 理性으로 解釋할 수 잇스나 基督敎는 어대까지든지 神을 人格者로 觀하는 것이라
460,C13-S02-P03,C06-S06-P13,0.06666666666666667,C13,C06,C06-S06,それは孔子が天と人との間に在る。 孔子は天と一致し、天を代表して其の數女を人間に傳へたのでありまして、孔子は人天の間の媒介者であります。 宋儒が道の本源、天に出...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
461,C13-S03-P01,C06-S06-P05,0.06666666666666667,C13,C06,C06-S06,基督敎の道徳の側には餘程儒敎に似た所があります。 基督敎は固より純粹な宗敎であるけれども、倂ながら道徳の敎が澤山あります。 中には儒敎にちよつと無いやうな道徳の...,丙、基督敎는 來世의 生活을 信仰하나 儒敎는 現世的 實踐道德을 重히 본 것이라 基督敎의 信仰的 幸福의 目的은 此世를 標準한 者- 안이오 來世라는 ...
462,C13-S03-P02,C04-S01-I01-P03,0.06666666666666667,C13,C04,C04-S01,第一、基督敎では愛といふことを大變に尊びますが、其の愛は前にも申しましたやうに無差別平等の愛であるか、儒敎の愛と違ふ點は無論ありますけれども、倂ながら愛を説くと...,우리는 如何히 하는지 한울님을 全知全能이라 이르지 안이치 못할 것이오 그리하야 우리는 한울님을 全知全能하다 豫定하고나서 그 勞而無功한 所以를 알...
463,C13-S05-P03,C06-S06-P02,0.06666666666666667,C13,C06,C06-S06,そこで儒敎には宗敎心が絶無といふことはない。 大に感化を及ぼしたやうな人には餘程宗敎心がありました。 但、基督敎のやうな具合に、會堂を立てたり、讃美歌を歌つたり...,第一 儒敎와 基督敎의 差異点으로 말하면
464,C13-S06-P04,C06-S06-P13,0.06666666666666667,C13,C06,C06-S06,斯樣に基督敎と儒敎とをいろ／＼比較對照して考へて見ますと、大に違つて居ると思ふことも解释のしやうによつては意外に類似したことになるのであります。 基督敎と儒敎と...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
465,C14-S02-P04,C03-S04-I06-P07,0.06666666666666667,C14,C03,C03-S04,第三には、前に擧げた差異點と關係のあることでありますけれども、やはり區別して此に論じて一層佛基二敎の性質の相違を明にすることに致しませう。,第三 大宇宙의 活精은 組織的 進化理法에 依하야 사람性을 形成한 範圍內에서 茲에 靈魂의 偉力이 나타나게 되는 것
466,C14-S03-P01,C06-S06-P12,0.06666666666666667,C14,C06,C06-S06,尙この佛敎と基督敎といふものを對照して見ますると、宗敎の種類が餘程違つて居ります。 どちらも宗敎は宗敎であるけれども、其の宗敎の種類が決して同じものではない。,丙、佛敎는 無神敎로 汎神敎에 進하야 汎神敎로 更히 一神敎를 包容한 点이 잇스나 基督敎는 純粹 一神敎인 것이라 佛敎는 元來 (原始佛敎) 婆羅門敎의...
467,C14-S03-P01,C06-S06-P14,0.06666666666666667,C14,C06,C06-S06,尙この佛敎と基督敎といふものを對照して見ますると、宗敎の種類が餘程違つて居ります。 どちらも宗敎は宗敎であるけれども、其の宗敎の種類が決して同じものではない。,戊、佛敎는 沒我敎이나 基督敎는 主我敎이라 佛敎는 個我를 沒케 하야 大我 即 佛의 性을 實現함으로써 그 目的을 삼앗스나 基督敎는 神性과 人格을 差...
468,C19-P02,C01-S01-I01-P02,0.06666666666666667,C19,C01,C01-S01,活宗敎の何たるかは種々なる社會的現象に就いて證明すべきでありますけれども、本當に吾々の深く感じましたのは、日露戰爭の際と今回の大戰爭の場合であります。 尤も其外...,將來할 新社會는 有宗敎이랴 無宗敎이랴 하는 質疑는 우리에게 무를 必要가 업다 오즉 한 가지 튼튼한 對答은 사람에게는 사람의 全體 生活을 支持할만...
469,C19-P14,C03-S03-I03-P06,0.06666666666666667,C19,C03,C03-S03,活宗敎の何たるかはまだ他の方面からも論ぜらるゝやうでありますけれども、それは他日の業に讓り、今は斯る世界の大變動に就いて吾々の見る所を概説して置く次第であります...,天國은 永生의 世界니 거기에는 榮枯浮沈의 世態가 업스며 疾病憂苦의 苦痛이 업스며 終에 生死의 轉輪이 업는 世界니라
470,C19-P14,C03-S04-I05-P14,0.06666666666666667,C19,C03,C03-S04,活宗敎の何たるかはまだ他の方面からも論ぜらるゝやうでありますけれども、それは他日の業に讓り、今は斯る世界の大變動に就いて吾々の見る所を概説して置く次第であります...,意識界에는 可知界와 不可知界 두 가지가 잇다 하나니 可知界는 우리가 우리의 知覺으로 推測할 만한 世界이오 不可知界라 함은 우리가 아직 發見치 못...
